east,north,au
623875.5839,603758.7121,3
623898.228,603748.1176,7
623920.8722,603737.5232,4
623943.5163,603726.9287,6
623966.1605,603716.3342,6
623988.8046,603705.7398,4
624011.4488,603695.1453,9
624034.0929,603684.5509,13
623603.8541,603885.8456,0
623581.21,603896.44,1
623558.5658,603907.0345,83
623535.9217,603917.6289,43
623513.2775,603928.2234,94
623490.6334,603938.8179,152
623467.9892,603949.4123,86
623445.3451,603960.0068,64
623422.7009,603970.6012,76
623400.0568,603981.1957,157
623377.4126,603991.7902,1579
623354.7685,604002.3846,403
623332.1243,604012.9791,132
623309.4802,604023.5735,51
623286.836,604034.168,133
623264.1919,604044.7624,128
623241.5477,604055.3569,121
623218.9036,604065.9514,282
623196.2594,604076.5458,271
623173.6153,604087.1403,134
623150.9711,604097.7347,99
623128.327,604108.3292,91
623105.6828,604118.9237,27
623083.0387,604129.5181,22
623060.3946,604140.1126,19
623037.7504,604150.707,14
623015.1063,604161.3015,11
622992.4621,604171.8959,9
622969.818,604182.4904,66
622947.1738,604193.0849,31
622924.5297,604203.6793,36
622901.8855,604214.2738,315
622879.2414,604224.8682,11
622856.5972,604235.4627,2
622833.9531,604246.0572,12
622811.3089,604256.6516,18
622788.6648,604267.2461,1
622766.0206,604277.8405,38
622743.3765,604288.435,11
622720.7323,604299.0294,3
622698.0882,604309.6239,36
622675.444,604320.2184,4
622652.7999,604330.8128,13
622630.1557,604341.4073,79
622607.5116,604352.0017,12
622584.8674,604362.5962,275
622562.2233,604373.1906,0
622539.5791,604383.7851,9
622516.935,604394.3796,5
622494.2908,604404.974,0
622471.6467,604415.5685,372
622449.0025,604426.1629,4
622426.3584,604436.7574,13
622403.7142,604447.3519,2
622381.0701,604457.9463,9
622358.426,604468.5408,0
622335.7818,604479.1352,0
622313.1377,604489.7297,22
622290.4935,604500.3241,0
622267.8494,604510.9186,0
622245.2052,604521.5131,0
622222.5611,604532.1075,2
622199.9169,604542.702,0
622177.2728,604553.2964,19
622154.6286,604563.8909,6
622131.9845,604574.4854,0
623059.2212,603994.7315,50
623036.1369,604004.3291,197
623013.0526,604013.9268,20
622989.9682,604023.5244,52
622966.8839,604033.122,132
622943.7996,604042.7196,94
622920.7153,604052.3172,114
622897.631,604061.9149,76
622874.5467,604071.5125,17
622851.4623,604081.1101,20
622828.378,604090.7077,34
622805.2937,604100.3054,17
622782.2094,604109.903,75
622759.1251,604119.5006,40
622736.0408,604129.0982,47
622712.9564,604138.6958,9
622689.8721,604148.2935,25
622459.029,604244.2697,8
622435.9446,604253.8673,35
622412.8603,604263.4649,2
622389.776,604273.0625,6
622366.6917,604282.6602,28
622343.6074,604292.2578,6
622320.5231,604301.8554,11
622297.4387,604311.453,4
622274.3544,604321.0507,70
622251.2701,604330.6483,14
622228.1858,604340.2459,10
623471.0519,603659.5631,0
623493.9137,603649.4469,0
623516.7755,603639.3307,0
623539.6374,603629.2145,1
623562.4992,603619.0983,0
623585.361,603608.9821,1
623608.2228,603598.8659,0
623631.0846,603588.7497,0
623653.9464,603578.6335,19
623676.8082,603568.5173,29
623699.6701,603558.4012,2
623722.5319,603548.285,0
623745.3937,603538.1688,0
623768.2555,603528.0526,3
623791.1173,603517.9364,2
623813.9791,603507.8202,5
623836.8409,603497.704,3
623448.1379,603669.5604,15
623425.2238,603679.5577,12
623402.3097,603689.555,33
623379.3957,603699.5523,129
623356.4816,603709.5496,54
623333.5676,603719.5469,29
623310.6535,603729.5442,17
623287.7395,603739.5415,88
623264.8254,603749.5389,31
623241.9114,603759.5362,147
623218.9973,603769.5335,54
623196.0833,603779.5308,57
623173.1692,603789.5281,78
623150.2551,603799.5254,624
623127.3411,603809.5227,145
623104.427,603819.52,261
623081.513,603829.5173,397
623058.5989,603839.5146,138
623035.6849,603849.5119,161
623012.7708,603859.5092,116
622989.8568,603869.5065,50
622966.9427,603879.5038,51
622944.0287,603889.5011,56
622921.1146,603899.4984,9
622898.2005,603909.4957,12
622875.2865,603919.493,18
622852.3724,603929.4903,79
622829.4584,603939.4877,86
622806.5443,603949.485,45
622783.6303,603959.4823,31
622760.7162,603969.4796,97
622737.8022,603979.4769,167
622714.8881,603989.4742,6
622691.9741,603999.4715,4
622669.06,604009.4688,9
622646.146,604019.4661,17
622623.2319,604029.4634,11
622600.3178,604039.4607,79
622577.4038,604049.458,154
622554.4897,604059.4553,272
622531.5757,604069.4526,724
622508.6616,604079.4499,408
622485.7476,604089.4472,33
622462.8335,604099.4445,15
622439.9195,604109.4418,26
622417.0054,604119.4391,58
622394.0914,604129.4365,78
622371.1773,604139.4338,12
622348.2632,604149.4311,63
622325.3492,604159.4284,32
622302.4351,604169.4257,7
622279.5211,604179.423,0
622256.607,604189.4203,12
622233.693,604199.4176,163
622210.7789,604209.4149,3
622187.8649,604219.4122,46
622164.9508,604229.4095,33
622142.0368,604239.4068,14
622119.1227,604249.4041,0
622096.2086,604259.4014,0
622073.2946,604269.3987,0
622050.3805,604279.396,0
622027.4665,604289.3933,216
622004.5524,604299.3906,0
621981.6384,604309.3879,1
621958.7243,604319.3853,0
623395.9445,603570.2653,0
623418.786,603560.1032,55
623441.6275,603549.9411,0
623464.4689,603539.779,0
623487.3104,603529.6169,2
623510.1518,603519.4549,0
623532.9933,603509.2928,0
623555.8347,603499.1307,3
623578.6762,603488.9686,0
623601.5176,603478.8065,0
623624.3591,603468.6444,0
623647.2006,603458.4824,0
623670.042,603448.3203,0
623692.8835,603438.1582,0
623715.7249,603427.9961,0
623761.3363,603407.5119,0
623738.5306,603417.754,0
623373.1031,603580.4273,10
623350.2616,603590.5894,29
622870.5911,603803.9931,71
622847.7496,603814.1552,9
622824.9082,603824.3173,23
622802.0667,603834.4794,173
622779.2252,603844.6415,50
622756.3838,603854.8035,16
622733.5423,603864.9656,25
622710.7009,603875.1277,17
622687.8594,603885.2898,73
622665.018,603895.4519,32
622642.1765,603905.614,24
622459.4449,603986.9106,3
622436.6034,603997.0727,2
622413.762,604007.2348,11
622390.9205,604017.3969,6
622368.079,604027.5589,22
622345.2376,604037.721,58
622322.3961,604047.8831,7
622299.5547,604058.0452,11
622276.7132,604068.2073,159
622253.8718,604078.3693,40
622231.0303,604088.5314,30
622208.1889,604098.6935,17
622139.6645,604129.1798,9
622116.823,604139.3418,2
622093.9816,604149.5039,22
622071.1401,604159.666,8
622048.2987,604169.8281,76
622025.4572,604179.9902,28
622002.6158,604190.1522,424
621979.7743,604200.3143,2
621956.9328,604210.4764,148
621934.0914,604220.6385,10
621911.2499,604230.8006,63
623316.168,603483.3138,0
623338.9239,603472.9616,0
623361.6798,603462.6094,32
623384.4357,603452.2572,68
623407.1916,603441.905,11
623429.9476,603431.5528,0
623452.7035,603421.2006,3
623475.4594,603410.8484,19
623498.2153,603400.4962,32
623520.9712,603390.144,4
623543.7271,603379.7917,29
623566.4831,603369.4395,4286
623589.239,603359.0873,20
623611.9949,603348.7351,5
623634.7508,603338.3829,0
623657.5067,603328.0307,0
623680.2626,603317.6785,0
623703.0186,603307.3263,0
623725.7745,603296.9741,0
623293.4121,603493.6661,0
623270.6561,603504.0183,5
623247.9002,603514.3705,0
623225.1443,603524.7227,2
623202.3884,603535.0749,11
623179.6325,603545.4271,39
623156.8765,603555.7793,20
623134.1206,603566.1315,121
623111.3647,603576.4837,33
623088.6088,603586.8359,25
623065.8529,603597.1881,2277
623043.097,603607.5404,137
623020.341,603617.8926,49
622997.5851,603628.2448,5
622974.8292,603638.597,40
622952.0733,603648.9492,78
622929.3174,603659.3014,7
622906.5615,603669.6536,3
622883.8055,603680.0058,8
622861.0496,603690.358,13
622838.2937,603700.7102,2
622815.5378,603711.0624,4
622792.7819,603721.4147,150
622770.026,603731.7669,30
622747.27,603742.1191,9
622724.5141,603752.4713,33
622701.7582,603762.8235,38
622679.0023,603773.1757,101
622656.2464,603783.5279,42
622633.4905,603793.8801,79
622610.7345,603804.2323,15
622587.9786,603814.5845,37
622565.2227,603824.9367,125
622542.4668,603835.289,180
622519.7109,603845.6412,59
622496.955,603855.9934,31
622474.199,603866.3456,39
622451.4431,603876.6978,17
622428.6872,603887.05,13
622405.9313,603897.4022,14
622383.1754,603907.7544,8
622360.4194,603918.1066,16
622337.6635,603928.4588,0
622314.9076,603938.8111,6
622292.1517,603949.1633,4
622269.3958,603959.5155,4
622246.6399,603969.8677,10
622223.8839,603980.2199,0
622201.128,603990.5721,3
622178.3721,604000.9243,6
622155.6162,604011.2765,69
622132.8603,604021.6287,4
622110.1044,604031.9809,74
622087.3484,604042.3331,11
622064.5925,604052.6854,20
622041.8366,604063.0376,34
622019.0807,604073.3898,8
621996.3248,604083.742,14
621973.5689,604094.0942,47
621950.8129,604104.4464,21
621928.057,604114.7986,15
621905.3011,604125.1508,69
621882.5452,604135.503,15
621859.7893,604145.8552,0
621837.0874,604156.3255,0
623236.95,603372.61,3
623259.567,603361.9578,17
623282.1841,603351.3056,5
623304.8011,603340.6534,3
622897.6943,603532.3928,2
622875.0772,603543.045,135
622852.4602,603553.6972,2
622829.8431,603564.3494,0
622807.2261,603575.0016,9
622784.609,603585.6538,78
622761.992,603596.306,47
623168.3663,603270.7006,7
623147.1835,603280.5768,40
623126.0007,603290.453,37
623104.8179,603300.3292,61
623083.635,603310.2054,10
623062.4522,603320.0815,77
623041.2694,603329.9577,13
623020.0866,603339.8339,16
622998.9038,603349.7101,40
622977.721,603359.5862,14
622956.5382,603369.4624,13
622935.3554,603379.3386,10
622914.1726,603389.2148,12
622892.9897,603399.0909,21
622871.8069,603408.9671,17
622850.6241,603418.8433,4
622829.4413,603428.7195,11
622808.2585,603438.5957,90
622787.0757,603448.4718,18
622765.8929,603458.348,18
622744.7101,603468.2242,30
622723.5272,603478.1004,4
622702.3444,603487.9765,105
622681.1616,603497.8527,163
622659.9788,603507.7289,56
622638.796,603517.6051,449
622617.6132,603527.4812,31
622596.4304,603537.3574,24
622575.2476,603547.2336,46
622554.0648,603557.1098,17
622532.8819,603566.986,16
622511.6991,603576.8621,11
622490.5163,603586.7383,23
623085.2787,603196.3624,17
623106.3405,603186.3233,5
623127.4022,603176.2842,17
623148.464,603166.2451,10
623169.5258,603156.2059,3
623190.5875,603146.1668,4
623211.6493,603136.1277,42
623232.7111,603126.0885,44
623253.7729,603116.0494,14
623274.8346,603106.0103,13
623295.8964,603095.9711,20
623316.9582,603085.932,10
623338.0199,603075.8929,7
623359.0817,603065.8537,4
623380.1435,603055.8146,4
623401.2052,603045.7755,115
623422.267,603035.7364,8
623444.8345,603024.9795,6
623467.4019,603014.2227,5
622242.808,603597.9277,170
622221.7462,603607.9668,48
622200.6844,603618.0059,20
622179.6227,603628.0451,13
622158.5609,603638.0842,15
622137.4991,603648.1233,9
622116.4374,603658.1625,17
622095.3756,603668.2016,37
622074.3138,603678.2407,162
622053.2521,603688.2799,32
622032.1903,603698.319,191
622011.1285,603708.3581,43
621990.0668,603718.3973,53
621969.005,603728.4364,56
621947.9432,603738.4755,10
621926.8815,603748.5146,176
621905.8197,603758.5538,439
621884.7579,603768.5929,32
621863.6962,603778.632,22
621842.6344,603788.6712,9
621821.5726,603798.7103,8
621800.5109,603808.7494,68
621779.4491,603818.7886,3
621758.3873,603828.8277,105
621737.3255,603838.8668,4
621716.2638,603848.906,1
623047.8587,603074.3738,189
623066.7115,603064.5907,482
623085.5643,603054.8075,82
623104.4171,603045.0243,11
623123.2698,603035.2412,3
623142.1226,603025.458,6
623160.9754,603015.6749,0
623179.8282,603005.8917,5
623198.681,602996.1085,5
623217.5337,602986.3254,6
623236.3865,602976.5422,5
623255.2393,602966.759,62
623274.0921,602956.9759,0
623292.9449,602947.1927,1
623311.7976,602937.4095,0
623330.6504,602927.6264,61
623350.1778,602917.4932,17
623369.7051,602907.3599,6
623029.0059,603084.157,15
623010.1532,603093.9402,10
622991.3004,603103.7233,9
622972.4476,603113.5065,110
622953.5948,603123.2897,10
622934.742,603133.0728,357
622915.8893,603142.856,13
622897.0365,603152.6391,1131
622878.1837,603162.4223,7
622859.3309,603172.2055,7
622840.4781,603181.9886,0
622821.6254,603191.7718,17
622802.7726,603201.555,23
622783.9198,603211.3381,2
622765.067,603221.1213,6
622746.2142,603230.9044,6
622727.3615,603240.6876,16
622708.5087,603250.4708,147
622689.6559,603260.2539,70
622670.8031,603270.0371,60
622651.9503,603279.8203,27
622633.0976,603289.6034,75
622614.2448,603299.3866,14
622595.392,603309.1698,34
622576.5392,603318.9529,30
622557.6864,603328.7361,41
622538.8337,603338.5192,12
622519.9809,603348.3024,173
622501.1281,603358.0856,26
622482.2753,603367.8687,8
622463.4225,603377.6519,5
622444.5698,603387.4351,13
622425.717,603397.2182,13
622406.8642,603407.0014,3
622388.0114,603416.7846,49
622369.1586,603426.5677,10
622350.3059,603436.3509,18
622331.4531,603446.134,22
622312.6003,603455.9172,13
622293.7475,603465.7004,25
622274.8947,603475.4835,51
622256.042,603485.2667,21
622237.1892,603495.0499,41
622218.3364,603504.833,16
622199.4836,603514.6162,47
622180.6308,603524.3993,15
622161.7781,603534.1825,27
622142.9253,603543.9657,18
622124.0725,603553.7488,99
622105.2197,603563.532,18
622086.3669,603573.3152,4
622067.5142,603583.0983,7
622048.6614,603592.8815,32
622029.8086,603602.6647,0
622010.9558,603612.4478,34
621992.103,603622.231,2
621973.2503,603632.0141,0
621954.3975,603641.7973,6
621935.5447,603651.5805,3
621916.6919,603661.3636,6
621897.8391,603671.1468,2
621878.9864,603680.93,14
621860.1336,603690.7131,6
621841.2808,603700.4963,25
621822.428,603710.2795,11
621803.5752,603720.0626,4
622915.4123,603015.0725,82
622937.7901,603003.9264,95
622960.1678,602992.7803,37
622982.5456,602981.6342,46
623004.9234,602970.4881,23
623027.3011,602959.342,7
623049.6789,602948.1959,85
623072.0567,602937.0498,13
623094.4344,602925.9037,21
623116.8122,602914.7576,37
623139.19,602903.6115,6
623161.5677,602892.4654,16
623183.9455,602881.3193,5
623206.3233,602870.1732,11
623228.701,602859.0271,3
623251.0788,602847.881,28
622893.0345,603026.2186,22
622870.6568,603037.3647,11
622848.279,603048.5108,25
622825.9013,603059.6569,27
622691.5314,603126.325,19
622805.1218,602931.9282,46
622781.8351,602944.0982,45
622758.5485,602956.2682,11
622735.2619,602968.4381,10
622711.9752,602980.6081,19
622688.6886,602992.7781,16
622665.402,603004.9481,18
622642.1153,603017.118,115
622618.8287,603029.288,150
622595.542,603041.458,11
622572.2554,603053.6279,44
622548.9688,603065.7979,40
622525.6821,603077.9679,25
622502.3955,603090.1379,54
622479.1089,603102.3078,8
622455.8222,603114.4778,180
622432.5356,603126.6478,4
622409.249,603138.8178,3
622385.9623,603150.9877,6
622362.6757,603163.1577,43
622339.3891,603175.3277,14
622316.1024,603187.4977,16
622292.8158,603199.6676,17
622269.5292,603211.8376,40
622246.2425,603224.0076,12
622222.9559,603236.1776,21
622199.6693,603248.3475,30
622176.3826,603260.5175,54
622153.096,603272.6875,50
622129.8094,603284.8575,20
622106.5227,603297.0274,57
622083.2361,603309.1974,49
622059.9494,603321.3674,31
622036.6628,603333.5374,48
622013.3762,603345.7073,32
621990.0895,603357.8773,11
621966.8029,603370.0473,11
621943.5163,603382.2172,8
621920.2296,603394.3872,9
621896.943,603406.5572,6
621873.6564,603418.7272,8
621850.3697,603430.8971,0
621827.0831,603443.0671,0
621803.7965,603455.2371,0
621780.5098,603467.4071,0
621757.2232,603479.577,0
621733.9366,603491.747,0
621710.6499,603503.917,0
621687.3633,603516.087,0
621664.0767,603528.2569,0
621640.79,603540.4269,0
621617.5034,603552.5969,0
621594.2168,603564.7669,0
621570.9301,603576.9368,0
621547.6435,603589.1068,0
621524.3568,603601.2768,31
621501.0702,603613.4468,24
621477.7836,603625.6167,101
621454.4969,603637.7867,0
621431.2103,603649.9567,5
621407.9237,603662.1266,203
621384.637,603674.2966,285
621361.3504,603686.4666,9
621338.0638,603698.6366,18
621314.7771,603710.8065,7
622828.4084,602919.7582,205
622851.695,602907.5883,160
622874.9817,602895.4183,225
622898.2683,602883.2483,338
622921.5549,602871.0783,375
622944.8416,602858.9084,127
622968.1282,602846.7384,239
622991.4148,602834.5684,15
623014.7015,602822.3984,13
623037.9881,602810.2285,6
623061.2747,602798.0585,0
623084.5614,602785.8885,0
623107.848,602773.7185,0
623131.1346,602761.5486,6
623154.4213,602749.3786,4
623177.7079,602737.2086,4
623200.9946,602725.0387,39
623223.1512,602713.4592,14
623245.3078,602701.8798,367
622809.9167,602805.539,197
622829.1793,602795.8968,42
622848.4418,602786.2547,74
622867.7043,602776.6126,28
622886.9668,602766.9705,46
622906.2293,602757.3284,25
622925.4918,602747.6862,95
622944.7543,602738.0441,51
622964.0168,602728.402,51
622983.2793,602718.7599,76
623002.5418,602709.1178,35
623021.8043,602699.4757,55
623041.0668,602689.8335,13
623060.3293,602680.1914,17
623079.5919,602670.5493,13
623098.8544,602660.9072,45
623118.1169,602651.2651,22
623137.3794,602641.6229,17
623181.5239,602618.1439,0
623159.4516,602629.8834,0
622790.6542,602815.1811,66
622771.3917,602824.8232,18
622752.1292,602834.4653,5
622732.8667,602844.1074,7
622713.6042,602853.7496,80
622694.3417,602863.3917,8
622675.0792,602873.0338,0
622655.8167,602882.6759,0
622636.5542,602892.318,2
622617.2917,602901.9602,0
622598.0292,602911.6023,25
622578.7666,602921.2444,29
622559.5041,602930.8865,10
621846.7913,603287.6449,0
621827.5288,603297.287,0
621808.2663,603306.9292,10
621789.0038,603316.5713,0
621769.7413,603326.2134,0
621750.4788,603335.8555,0
621731.2163,603345.4976,0
621711.9538,603355.1398,46
621692.6913,603364.7819,3
621673.4288,603374.424,11
621654.1663,603384.0661,10
621634.9038,603393.7082,1
621615.6412,603403.3504,10
621596.3787,603412.9925,3
621577.1162,603422.6346,3
622680.9729,602718.6333,86
622659.0408,602730.4649,27
622637.1086,602742.2965,38
622615.1765,602754.1282,55
622593.2443,602765.9598,231
622571.3122,602777.7914,569
622549.38,602789.623,37
622527.4479,602801.4546,13
622505.5157,602813.2862,1
622483.5836,602825.1179,16
622461.6514,602836.9495,16
622439.7193,602848.7811,94
622417.7871,602860.6127,39
622395.855,602872.4443,32
622373.9228,602884.276,25
622351.9907,602896.1076,32
622330.0585,602907.9392,14
622308.1264,602919.7708,76
622286.1942,602931.6024,8
622264.2621,602943.434,5
622242.3299,602955.2657,94
622220.3978,602967.0973,35
622198.4656,602978.9289,3
622176.5335,602990.7605,7
622154.6013,603002.5921,22
622132.6692,603014.4238,30
622110.737,603026.2554,316
622088.8049,603038.087,12
622066.8727,603049.9186,15
622044.9406,603061.7502,62
622023.0084,603073.5818,44
622001.0763,603085.4135,179
621979.1441,603097.2451,12
621957.212,603109.0767,25
621935.2798,603120.9083,4
621913.3477,603132.7399,9
621891.4155,603144.5716,4
621869.4834,603156.4032,9
621847.5512,603168.2348,0
621825.6191,603180.0664,2
